,Service Request (SR) Number,SR Description,Method Received,SR Status,Status Change Date,Created Date,Last Update Date,Close Date,SR Location,Street Number,Street Name,City,Zip Code,County,State Plane X Coordinate,State Plane Y Coordinate,Latitude Coordinate,Longitude Coordinate,(Latitude.Longitude),Council District,Map Page,Map Tile
109127,14-00086014,Coyote Complaints,Phone,Closed,05/12/2014 10:22:06 AM,05/07/2014 12:12:32 AM,05/12/2014 10:22:07 AM,05/12/2014 10:22:06 AM,"2600 INRIDGE DR, AUSTIN, TX",2600.0,INRIDGE,AUSTIN,78745.0,TRAVIS,3090706.91077753,10045768.5894857,30.20087506,-97.81935213,"(30.20087506, -97.81935213)",5.0,643T,ME16
109144,14-00085197,Coyote Complaints,Phone,Closed,05/12/2014 10:24:11 AM,05/06/2014 01:00:09 AM,05/12/2014 10:24:12 AM,05/12/2014 10:24:11 AM,"4500 STEINER RANCH BLVD, AUSTIN, TX",4500.0,STEINER RANCH,AUSTIN,78732.0,TRAVIS,3071296.15333581,10110980.2382315,30.38132825,-97.87622196,"(30.38132825, -97.87622196)",,491R,MB32
109145,14-00085681,Coyote Complaints,Phone,Closed,05/12/2014 10:23:37 AM,05/06/2014 04:22:24 PM,05/12/2014 10:23:38 AM,05/12/2014 10:23:37 AM,"4902 SHOAL CREEK BLVD, AUSTIN, TX",4902.0,SHOAL CREEK,AUSTIN,78756.0,TRAVIS,3113216.71414241,10090467.330486901,30.32232655,-97.74482539,"(30.32232655, -97.74482539)",7.0,555E,MJ27
109147,14-00086135,Coyote Complaints,Phone,Closed,05/12/2014 10:21:04 AM,05/07/2014 08:44:40 AM,05/12/2014 10:21:05 AM,05/12/2014 10:21:04 AM,"8110 FM 2222 RD 27 83, AUSTIN, TX",8110.0,2222,AUSTIN,78730.0,TRAVIS,3092971.86600535,10110915.807714699,30.37981639,-97.80750232,"(30.37981639, -97.80750232)",10.0,493Q,MF32
109148,14-00086442,Coyote Complaints,Phone,Closed,05/12/2014 10:20:27 AM,05/07/2014 02:35:58 PM,05/12/2014 10:20:28 AM,05/12/2014 10:20:27 AM,"5703 SPURFLOWER DR, AUSTIN, TX",5703.0,SPURFLOWER,AUSTIN,78759.0,TRAVIS,3104942.58540497,10115553.1065524,30.39181085,-97.76921031,"(30.39181085, -97.76921031)",10.0,494G,MH33
109151,14-00086490,Coyote Complaints,Phone,Closed,05/12/2014 10:19:53 AM,05/07/2014 03:34:15 PM,05/12/2014 10:19:53 AM,05/12/2014 10:19:53 AM,"2002 CRYSTAL SHORE DR, AUSTIN, TX",2002.0,CRYSTAL SHORE,AUSTIN,78728.0,TRAVIS,3133150.66500267,10134043.0019916,30.44081755,-97.67836789,"(30.44081755, -97.67836789)",,436Y,MM37
109152,14-00087054,Coyote Complaints,Phone,Closed,05/12/2014 10:18:48 AM,05/08/2014 10:41:36 AM,05/12/2014 10:18:48 AM,05/12/2014 10:18:48 AM,"6726 JESTER BLVD, AUSTIN, TX",6726.0,JESTER,AUSTIN,78750.0,TRAVIS,3095755.74422825,10108285.7794883,30.37241264,-97.79886602,"(30.37241264, -97.79886602)",10.0,493Z,MF31
109154,14-00087417,Coyote Complaints,Phone,Closed,05/12/2014 10:16:02 AM,05/08/2014 05:02:10 PM,05/12/2014 10:16:02 AM,05/12/2014 10:16:02 AM,"MARCUS ABRAMS BLVD & FRATE BARKER RD, AUSTIN, TX",,MARCUS ABRAMS BLVD & FRATE BARKER RD,AUSTIN,78748.0,TRAVIS,3083481.01000001,10026939.37,30.14956272,-97.84355362,"(30.14956272, -97.84355362)",,702H,MD12
109155,14-00087854,Coyote Complaints,Phone,Closed,05/12/2014 10:15:32 AM,05/09/2014 11:00:19 AM,05/12/2014 10:15:33 AM,05/12/2014 10:15:32 AM,"1606 KERR ST, AUSTIN, TX",1606.0,KERR,AUSTIN,78704.0,TRAVIS,3107588.96316648,10067173.5885915,30.2586541,-97.76436229,"(30.2586541, -97.76436229)",5.0,614C,MH21
109156,14-00088019,Coyote Complaints,Phone,Closed,05/12/2014 10:14:55 AM,05/09/2014 02:35:11 PM,05/12/2014 10:14:55 AM,05/12/2014 10:14:55 AM,"10616 MELLOW MEADOWS, AUSTIN, TX",10616.0,MELLOW MEADOWS,AUSTIN,78750.0,WILLIAMSON,3094381.34808245,10140439.2212915,30.46088516,-97.80090225,"(30.46088516, -97.80090225)",6.0,433M,MF38
109157,14-00088546,Coyote Complaints,Phone,Closed,05/12/2014 10:14:24 AM,05/10/2014 08:40:05 AM,05/12/2014 10:14:24 AM,05/12/2014 10:14:24 AM,"5208 FORT BENTON DR, AUSTIN, TX",5208.0,FORT BENTON,AUSTIN,78735.0,TRAVIS,3071034.03485277,10065312.17,30.25580589,-97.88024658,"(30.25580589, -97.88024658)",8.0,611H,MB21
109160,14-00088555,Coyote Complaints,Phone,Closed,05/12/2014 10:10:58 AM,05/10/2014 09:08:26 AM,05/12/2014 10:10:58 AM,05/12/2014 10:10:58 AM,"FM 2222 RD & MESA DR, AUSTIN, TX",,FM 2222 RD & MESA DR,AUSTIN,78731.0,TRAVIS,3105230.3,10097189.2,30.34131254,-97.76964021,"(30.34131254, -97.76964021)",10.0,524U,MH28
109161,14-00089078,Coyote Complaints,Phone,Closed,05/12/2014 10:10:30 AM,05/10/2014 09:18:21 PM,05/12/2014 10:10:31 AM,05/12/2014 10:10:30 AM,"1100 KINGSBURY ST, AUSTIN, TX",1100.0,KINGSBURY,AUSTIN,78703.0,TRAVIS,3111445.84675521,10075377.5372084,30.28096006,-97.75154644,"(30.28096006, -97.75154644)",9.0,584M,MH23
109164,14-00089097,Coyote Complaints,Phone,Closed,05/12/2014 10:06:45 AM,05/10/2014 09:42:36 PM,05/12/2014 10:06:45 AM,05/12/2014 10:06:45 AM,"4157 CANYON GLEN CIR, AUSTIN, TX",4157.0,CANYON GLEN,AUSTIN,78732.0,TRAVIS,3068166.29344701,10110365.046744501,30.37982681,-97.88618846,"(30.37982681, -97.88618846)",,491Q,MB32
109165,14-00089155,Coyote Complaints,Phone,Closed,05/12/2014 10:06:07 AM,05/10/2014 11:04:23 PM,05/12/2014 10:06:07 AM,05/12/2014 10:06:07 AM,"ROBERT E LEE RD & BARTON HILLS DR, AUSTIN, TX",,ROBERT E LEE RD & BARTON HILLS DR,AUSTIN,78704.0,TRAVIS,3105529.75,10067910.0,30.26080897,-97.77082909,"(30.26080897, -97.77082909)",5.0,614C,MH21
109167,14-00089157,Coyote Complaints,Phone,Closed,05/12/2014 10:04:08 AM,05/10/2014 11:07:23 PM,05/12/2014 10:04:08 AM,05/12/2014 10:04:08 AM,"E 10TH ST &N IH 35 SVRD SB, AUSTIN, TX",,E 10TH ST &N IH 35 SVRD SB,AUSTIN,78701.0,TRAVIS,3117190.5,10071384.0,30.26961461,-97.73364749,"(30.26961461, -97.73364749)",9.0,585T,MJ22
109168,14-00089376,Coyote Complaints,Phone,Closed,05/12/2014 09:56:24 AM,05/11/2014 10:29:45 AM,05/12/2014 09:56:25 AM,05/12/2014 09:56:24 AM,"4703 FAWNWOOD CV, AUSTIN, TX",4703.0,FAWNWOOD,AUSTIN,78735.0,TRAVIS,3088392.5463897004,10061524.0818806,30.24432865,-97.82555206,"(30.24432865, -97.82555206)",8.0,613N,ME20
109180,14-00089733,Coyote Complaints,Phone,Closed,05/12/2014 09:21:45 AM,05/11/2014 08:10:05 PM,05/12/2014 09:21:46 AM,05/12/2014 09:21:45 AM,"3804 WILLIAMSBURG CIR, AUSTIN, TX",3804.0,WILLIAMSBURG,AUSTIN,78731.0,TRAVIS,3109772.04232778,10106724.3609211,30.36723482,-97.75454579,"(30.36723482, -97.75454579)",10.0,524D,MH30
109183,14-00089757,Coyote Complaints,Phone,Closed,05/12/2014 09:16:50 AM,05/11/2014 08:56:11 PM,05/12/2014 09:16:50 AM,05/12/2014 09:16:50 AM,"3806 WILLIAMSBURG CIR, AUSTIN, TX",3806.0,WILLIAMSBURG,AUSTIN,78731.0,TRAVIS,3109767.40000001,10106820.87,30.36750041,-97.75455341,"(30.36750041, -97.75455341)",10.0,524D,MH30
109187,14-00089795,Coyote Complaints,Phone,Closed,05/12/2014 09:03:58 AM,05/11/2014 10:20:12 PM,05/12/2014 09:03:59 AM,05/12/2014 09:03:58 AM,"WESTOVER RD & JEFFERSON ST, AUSTIN, TX",,WESTOVER RD & JEFFERSON ST,AUSTIN,78703.0,TRAVIS,3109671.5,10082003.0,30.29928561,-97.75668007,"(30.29928561, -97.75668007)",9.0,554Z,MH25
109323,14-00084648,Coyote Complaints,Phone,Closed,05/10/2014 02:25:22 PM,05/05/2014 01:32:46 PM,05/10/2014 02:25:23 PM,05/10/2014 02:25:22 PM,"2602 OAKDALE CT, AUSTIN, TX",2602.0,OAKDALE,AUSTIN,78703.0,TRAVIS,3104902.95964541,10083421.588304,30.303487899999997,-97.77168258,"(30.3034879, -97.77168258)",10.0,554T,MG25
110624,14-00077073,Coyote Complaints,Phone,Closed,05/07/2014 08:13:04 AM,04/25/2014 05:51:54 PM,05/07/2014 08:13:05 AM,05/07/2014 08:13:04 AM,"1366 LOST CREEK BLVD, AUSTIN, TX",1366.0,LOST CREEK,AUSTIN,78746.0,TRAVIS,3084402.04556303,10076028.7416206,30.28444718,-97.83715568,"(30.28444718, -97.83715568)",,582M,MD23
110626,14-00075067,Coyote Complaints,Phone,Closed,05/07/2014 08:12:24 AM,04/23/2014 12:07:49 PM,05/07/2014 08:12:24 AM,05/07/2014 08:12:24 AM,"6206 BREEZE WAY, AUSTIN, TX",6206.0,BREEZE,AUSTIN,78723.0,TRAVIS,3134426.61536249,10086289.9644038,30.30946922,-97.67793695,"(30.30946922, -97.67793695)",1.0,556Q,MM26
111193,14-00081005,Coyote Complaints,Phone,Closed,05/05/2014 09:57:18 AM,04/30/2014 10:55:24 AM,05/05/2014 09:57:19 AM,05/05/2014 09:57:18 AM,"7404 FILBERT CV, AUSTIN, TX",7404.0,FILBERT,AUSTIN,78750.0,TRAVIS,3095586.06881741,10110969.6839951,30.37980103,-97.79921007,"(30.37980103, -97.79921007)",10.0,493R,MF32
111212,14-00084251,Coyote Complaints,Phone,Closed,05/05/2014 11:17:16 AM,05/05/2014 12:28:25 AM,05/05/2014 11:17:17 AM,05/05/2014 11:17:16 AM,"2511 QUARRY RD, AUSTIN, TX",2511.0,QUARRY,AUSTIN,78703.0,TRAVIS,3104770.09689533,10077722.7194025,30.28783088,-97.77251916,"(30.28783088, -97.77251916)",10.0,584F,MG24
111213,14-00079861,Coyote Complaints,Phone,Closed,05/05/2014 11:16:20 AM,04/28/2014 06:51:06 PM,05/05/2014 11:16:21 AM,05/05/2014 11:16:20 AM,"11300 BARRINGTON WAY, AUSTIN, TX",11300.0,BARRINGTON,AUSTIN,78759.0,TRAVIS,3102854.02219691,10127891.259661999,30.42585916,-97.77493298,"(30.42585916, -97.77493298)",10.0,464K,MG35
111214,14-00080697,Coyote Complaints,Phone,Closed,05/05/2014 11:15:35 AM,04/29/2014 08:59:17 PM,05/05/2014 11:15:35 AM,05/05/2014 11:15:35 AM,"DEERFOOT TRL & BARTON HILLS DR, AUSTIN, TX",,DEERFOOT TRL & BARTON HILLS DR,AUSTIN,78704.0,TRAVIS,3102913.88,10067176.15,30.25895712,-97.77916585,"(30.25895712, -97.77916585)",5.0,614B,MG21
111215,14-00080797,Coyote Complaints,Phone,Closed,05/05/2014 11:13:15 AM,04/30/2014 01:43:03 AM,05/05/2014 11:13:15 AM,05/05/2014 11:13:15 AM,"5404 SHOAL CREEK BLVD, AUSTIN, TX",5404.0,SHOAL CREEK,AUSTIN,78756.0,TRAVIS,3112847.2897463,10092878.291136399,30.32897756,-97.74581821,"(30.32897756, -97.74581821)",7.0,555A,MJ27
111216,14-00080901,Coyote Complaints,Phone,Closed,05/05/2014 11:11:29 AM,04/30/2014 09:21:41 AM,05/05/2014 11:11:30 AM,05/05/2014 11:11:29 AM,"REPUBLIC OF TEXAS BLVD & TRAVIS GREEN LN, AUSTIN, TX",,REPUBLIC OF TEXAS BLVD & TRAVIS GREEN LN,AUSTIN,78735.0,TRAVIS,3083394.75,10063786.0,30.25085521,-97.84121507,"(30.25085521, -97.84121507)",8.0,612H,MD21
111218,14-00081002,Coyote Complaints,Phone,Closed,05/05/2014 11:08:40 AM,04/30/2014 10:52:02 AM,05/05/2014 11:08:40 AM,05/05/2014 11:08:40 AM,"2804 MECCA RD, AUSTIN, TX",2804.0,MECCA,AUSTIN,78733.0,TRAVIS,3076946.55585268,10099509.0821692,30.34945052,-97.85911588,"(30.34945052, -97.85911588)",,522P,MC29
111262,14-00081102,Coyote Complaints,Phone,Closed,05/05/2014 09:56:40 AM,04/30/2014 01:19:31 PM,05/05/2014 09:56:40 AM,05/05/2014 09:56:40 AM,"512 LELAND ST, AUSTIN, TX",512.0,LELAND,AUSTIN,78704.0,TRAVIS,3112929.05728624,10061102.1295384,30.24162443,-97.74789979,"(30.24162443, -97.74789979)",9.0,615N,MJ20
111263,14-00081393,Coyote Complaints,Phone,Closed,05/05/2014 09:55:57 AM,04/30/2014 06:33:03 PM,05/05/2014 09:55:57 AM,05/05/2014 09:55:57 AM,"4802 BROKEN BOW PASS, AUSTIN, TX",4802.0,BROKEN BOW,AUSTIN,78745.0,TRAVIS,3097801.99636936,10054947.9920656,30.22566517,-97.79623609999999,"(30.22566517, -97.7962361)",5.0,643D,MF18
111368,14-00081482,Coyote Complaints,Phone,Closed,05/04/2014 04:05:40 PM,04/30/2014 10:57:28 PM,05/04/2014 04:05:40 PM,05/04/2014 04:05:40 PM,"1804 TREADWELL ST, AUSTIN, TX",1804.0,TREADWELL,AUSTIN,78704.0,TRAVIS,3106830.36923279,10067236.322203599,30.25887469,-97.7667598,"(30.25887469, -97.7667598)",5.0,614C,MH21
111369,14-00081499,Coyote Complaints,Phone,Closed,05/04/2014 04:04:56 PM,05/01/2014 04:29:06 AM,05/04/2014 04:04:57 PM,05/04/2014 04:04:56 PM,"10301 FM 2222 RD, AUSTIN, TX",10301.0,2222,AUSTIN,78730.0,TRAVIS,3083112.87913142,10115166.6435342,30.39211324,-97.83845828,"(30.39211324, -97.83845828)",10.0,492H,MD33
111370,14-00081557,Coyote Complaints,Phone,Closed,05/04/2014 04:04:07 PM,05/01/2014 08:49:50 AM,05/04/2014 04:04:07 PM,05/04/2014 04:04:07 PM,"802 S 1ST ST, AUSTIN, TX",802.0,1ST,AUSTIN,78704.0,TRAVIS,3111442.34994446,10065913.112661,30.254944000000002,-97.75225316,"(30.254944, -97.75225316)",9.0,614H,MH21
111371,14-00081842,Coyote Complaints,Phone,Closed,05/04/2014 04:03:27 PM,05/01/2014 03:51:52 PM,05/04/2014 04:03:27 PM,05/04/2014 04:03:27 PM,"KINNEY AVE & VALERIA ST, AUSTIN, TX",,KINNEY AVE & VALERIA ST,AUSTIN,78704.0,TRAVIS,3105862.75,10063752.0,30.24935812,-97.77007806,"(30.24935812, -97.77007806)",5.0,614L,MH20
111372,14-00081852,Coyote Complaints,Phone,Closed,05/04/2014 04:02:39 PM,05/01/2014 04:00:39 PM,05/04/2014 04:02:39 PM,05/04/2014 04:02:39 PM,"4600 FAR WEST BLVD, AUSTIN, TX",4600.0,FAR WEST,AUSTIN,78731.0,TRAVIS,3102508.37484436,10104315.3219248,30.36107355,-97.77774769,"(30.36107355, -97.77774769)",10.0,524F,MG30
111373,14-00081882,Coyote Complaints,Phone,Closed,05/04/2014 04:01:40 PM,05/01/2014 04:45:30 PM,05/04/2014 04:01:41 PM,05/04/2014 04:01:40 PM,"2003 DEXTER ST, AUSTIN, TX",2003.0,DEXTER,AUSTIN,78704.0,TRAVIS,3105867.03242142,10067448.607994301,30.259519300000004,-97.76979473,"(30.2595193, -97.76979473)",5.0,614C,MH21
111374,14-00082138,Coyote Complaints,Phone,Closed,05/04/2014 04:00:54 PM,05/01/2014 10:04:13 PM,05/04/2014 04:00:55 PM,05/04/2014 04:00:54 PM,"100 E HOME PL, AUSTIN, TX",100.0,HOME,AUSTIN,78753.0,TRAVIS,3128212.38390628,10102970.081872301,30.35572632,-97.69637154,"(30.35572632, -97.69637154)",4.0,526F,ML30
111375,14-00083997,Coyote Complaints,Phone,Closed,05/04/2014 04:00:12 PM,05/04/2014 03:54:22 PM,05/04/2014 04:00:13 PM,05/04/2014 04:00:12 PM,"5901 ROUND TABLE CV, AUSTIN, TX",5901.0,ROUND TABLE,AUSTIN,78746.0,TRAVIS,3093491.32061725,10091464.5314898,30.32631446,-97.80725604,"(30.32631446, -97.80725604)",10.0,553G,MF27
111376,14-00082143,Coyote Complaints,Phone,Closed,05/04/2014 03:59:29 PM,05/01/2014 10:23:00 PM,05/04/2014 03:59:30 PM,05/04/2014 03:59:29 PM,"4157 CANYON GLEN CIR, AUSTIN, TX",4157.0,CANYON GLEN,AUSTIN,78732.0,TRAVIS,3068166.29344701,10110365.046744501,30.37982681,-97.88618846,"(30.37982681, -97.88618846)",,491Q,MB32
111377,14-00082265,Coyote Complaints,Phone,Closed,05/04/2014 03:58:48 PM,05/02/2014 09:30:38 AM,05/04/2014 03:58:49 PM,05/04/2014 03:58:48 PM,"802 S 1ST ST 125, AUSTIN, TX",802.0,1ST,AUSTIN,78704.0,TRAVIS,3111442.34994446,10065913.112661,30.254944000000002,-97.75225316,"(30.254944, -97.75225316)",9.0,614H,MH21
111378,14-00082432,Coyote Complaints,Phone,Closed,05/04/2014 03:54:39 PM,05/02/2014 12:58:26 PM,05/04/2014 03:54:40 PM,05/04/2014 03:54:39 PM,"5100 SUBURBAN DR, AUSTIN, TX",5100.0,SUBURBAN,AUSTIN,78745.0,TRAVIS,3106727.46773054,10048756.1797729,30.20808204,-97.76843513,"(30.20808204, -97.76843513)",3.0,644Q,MH17
111379,14-00082682,Coyote Complaints,Phone,Closed,05/04/2014 03:53:41 PM,05/02/2014 06:07:00 PM,05/04/2014 03:53:41 PM,05/04/2014 03:53:41 PM,"6505 TREADWELL BLVD, AUSTIN, TX",6505.0,TREADWELL,AUSTIN,78757.0,TRAVIS,3112508.63605018,10098709.0790012,30.34502722,-97.74646159999999,"(30.34502722, -97.7464616)",7.0,525N,MJ29
111380,14-00082787,Coyote Complaints,Phone,Closed,05/04/2014 03:52:52 PM,05/02/2014 08:24:11 PM,05/04/2014 03:52:53 PM,05/04/2014 03:52:52 PM,"5302 TURNABOUT LN, AUSTIN, TX",5302.0,TURNABOUT,AUSTIN,78731.0,TRAVIS,3112257.66772032,10092887.907188902,30.32904169,-97.74768590000001,"(30.32904169, -97.7476859)",7.0,555A,MJ27
111381,14-00082795,Coyote Complaints,Phone,Closed,05/04/2014 03:52:01 PM,05/02/2014 08:34:28 PM,05/04/2014 03:52:01 PM,05/04/2014 03:52:01 PM,"802 S 1ST ST, AUSTIN, TX",802.0,1ST,AUSTIN,78704.0,TRAVIS,3111442.34994446,10065913.112661,30.254944000000002,-97.75225316,"(30.254944, -97.75225316)",9.0,614H,MH21
111382,14-00082998,Coyote Complaints,Phone,Closed,05/04/2014 03:50:14 PM,05/03/2014 09:09:37 AM,05/04/2014 03:50:15 PM,05/04/2014 03:50:14 PM,"KNOLLWOOD DR & EDGEFIELD DR, AUSTIN, TX",,KNOLLWOOD DR & EDGEFIELD DR,AUSTIN,78731.0,TRAVIS,3106024.25,10102067.0,30.35467065,-97.76676728,"(30.35467065, -97.76676728)",10.0,524L,MH29
111383,14-00083067,Coyote Complaints,Phone,Closed,05/04/2014 03:49:29 PM,05/03/2014 10:28:27 AM,05/04/2014 03:49:29 PM,05/04/2014 03:49:29 PM,"8811 SENDERA MESA DR, AUSTIN, TX",8811.0,SENDERA MESA,AUSTIN,78749.0,TRAVIS,3078100.22272066,10046130.4118309,30.20264675,-97.85922276,"(30.20264675, -97.85922276)",8.0,642T,MC16
114729,14-00073910,Coyote Complaints,Phone,Closed,04/23/2014 08:22:36 AM,04/21/2014 08:23:44 PM,04/23/2014 08:22:37 AM,04/23/2014 08:22:36 AM,"4157 CANYON GLEN CIR, AUSTIN, TX",4157.0,CANYON GLEN,AUSTIN,78732.0,TRAVIS,3068166.29344701,10110365.046744501,30.37982681,-97.88618846,"(30.37982681, -97.88618846)",,491Q,MB32
114807,14-00074846,Coyote Complaints,Phone,Closed,04/23/2014 08:24:22 AM,04/23/2014 06:59:39 AM,04/23/2014 08:24:22 AM,04/23/2014 08:24:22 AM,"802 S 1ST ST 125, AUSTIN, TX",802.0,1ST,AUSTIN,78704.0,TRAVIS,3111442.34994446,10065913.112661,30.254944000000002,-97.75225316,"(30.254944, -97.75225316)",9.0,614H,MH21
114820,14-00074085,Coyote Complaints,Phone,Closed,04/23/2014 08:23:27 AM,04/22/2014 08:22:07 AM,04/23/2014 08:23:28 AM,04/23/2014 08:23:27 AM,"14400 HARRIS RIDGE BLVD, AUSTIN, TX",14400.0,HARRIS RIDGE,AUSTIN,78660.0,TRAVIS,3143933.87147669,10126790.6121581,30.420170000000002,-97.64471528,"(30.42017, -97.64471528)",,467L,MP35
114821,14-00073582,Coyote Complaints,Phone,Closed,04/23/2014 08:21:17 AM,04/21/2014 02:28:14 PM,04/23/2014 08:21:17 AM,04/23/2014 08:21:17 AM,"7122 LAS VENTANAS DR, AUSTIN, TX",7122.0,LAS VENTANAS,AUSTIN,78731.0,TRAVIS,3103296.68234676,10106242.708124198,30.36632189,-97.77510833,"(30.36632189, -97.77510833)",10.0,524B,MG30
114823,14-00073229,Coyote Complaints,Phone,Closed,04/23/2014 08:12:13 AM,04/21/2014 09:36:01 AM,04/23/2014 08:12:14 AM,04/23/2014 08:12:13 AM,"1108 BLUEBONNET LN, AUSTIN, TX",1108.0,BLUEBONNET,AUSTIN,78704.0,TRAVIS,3105862.12559959,10067358.2898828,30.25927134,-97.76981686,"(30.25927134, -97.76981686)",5.0,614C,MH21
115354,14-00072844,Coyote Complaints,Phone,Closed,04/21/2014 07:52:18 AM,04/20/2014 02:54:02 PM,04/21/2014 07:52:18 AM,04/21/2014 07:52:18 AM,"TOM MILLER ST & VAUGHAN ST, AUSTIN, TX",,TOM MILLER ST & VAUGHAN ST,AUSTIN,78723.0,TRAVIS,3128440.995625,10079155.805,30.29025009,-97.69743585,"(30.29025009, -97.69743585)",9.0,586F,ML24
115356,14-00070982,Coyote Complaints,Phone,Closed,04/21/2014 07:51:39 AM,04/18/2014 09:16:58 AM,04/21/2014 07:51:40 AM,04/21/2014 07:51:39 AM,"10721 GARBACZ DR, AUSTIN, TX",10721.0,GARBACZ,AUSTIN,78748.0,TRAVIS,3089150.18111032,10030655.419250399,30.15942752,-97.82535712,"(30.15942752, -97.82535712)",5.0,673W,ME13
115357,14-00070936,Coyote Complaints,Phone,Closed,04/21/2014 07:50:48 AM,04/18/2014 08:13:26 AM,04/21/2014 07:50:48 AM,04/21/2014 07:50:48 AM,"REPUBLIC OF TEXAS BLVD & SOUTHWEST PKWY, AUSTIN, TX",,REPUBLIC OF TEXAS BLVD & SOUTHWEST PKWY,AUSTIN,78735.0,TRAVIS,3086941.22,10059946.66,30.24008236,-97.83025948,"(30.24008236, -97.83025948)",8.0,613N,ME20
115359,14-00070073,Coyote Complaints,Phone,Open,04/21/2014 07:49:49 AM,04/17/2014 10:10:09 AM,04/21/2014 07:49:49 AM,,"6010 LONESOME VALLEY TRL, AUSTIN, TX",6010.0,LONESOME VALLEY,AUSTIN,78731.0,TRAVIS,3103900.54638821,10099430.0817309,30.34755663,-97.77369107,"(30.34755663, -97.77369107)",10.0,524P,MG29
115360,14-00069903,Coyote Complaints,Phone,Closed,04/21/2014 07:49:07 AM,04/17/2014 06:47:24 AM,04/21/2014 07:49:08 AM,04/21/2014 07:49:07 AM,"6606 BETTY COOK DR, AUSTIN, TX",6606.0,BETTY COOK,AUSTIN,78723.0,TRAVIS,3135902.0356104,10087328.7618494,30.31222776,-97.67318393,"(30.31222776, -97.67318393)",1.0,556R,MM26
115361,14-00069717,Coyote Complaints,Phone,Closed,04/21/2014 07:47:54 AM,04/16/2014 07:31:09 PM,04/21/2014 07:47:55 AM,04/21/2014 07:47:54 AM,"10017 WHITLEY BAY DR, AUSTIN, TX",10017.0,WHITLEY BAY,AUSTIN,78717.0,WILLIAMSON,3106636.90602047,10156381.825911501,30.50393645,-97.76084341,"(30.50393645, -97.76084341)",6.0,404C,MH42
115362,14-00069433,Coyote Complaints,Phone,Closed,04/21/2014 07:47:08 AM,04/16/2014 02:11:34 PM,04/21/2014 07:47:08 AM,04/21/2014 07:47:08 AM,"8851 MOUNTAIN RIDGE CIR, AUSTIN, TX",8851.0,MOUNTAIN RIDGE,AUSTIN,78759.0,TRAVIS,3110039.43518868,10113528.0093387,30.3859201,-97.7531978,"(30.3859201, -97.7531978)",10.0,494M,MH32
115363,14-00069149,Coyote Complaints,Phone,Closed,04/21/2014 07:46:14 AM,04/16/2014 08:34:50 AM,04/21/2014 07:46:15 AM,04/21/2014 07:46:14 AM,"4408 SACRED ARROW DR, AUSTIN, TX",4408.0,SACRED ARROW,AUSTIN,78735.0,TRAVIS,3089341.83488474,10063305.9603541,30.24916795,-97.82241918,"(30.24916795, -97.82241918)",8.0,613K,ME20
115364,14-00069148,Coyote Complaints,Phone,Closed,04/21/2014 07:45:37 AM,04/16/2014 08:32:57 AM,04/21/2014 07:45:37 AM,04/21/2014 07:45:37 AM,"5560 W WILLIAM CANNON DR, AUSTIN, TX",5560.0,WILLIAM CANNON,AUSTIN,78749.0,TRAVIS,3078493.32641827,10054748.6107625,30.22631326,-97.85737153,"(30.22631326, -97.85737153)",8.0,642B,MC18
115365,14-00069142,Coyote Complaints,Phone,Closed,04/21/2014 07:44:31 AM,04/16/2014 08:27:15 AM,04/21/2014 07:44:31 AM,04/21/2014 07:44:31 AM,"W WILLIAM CANNON DR &W US 290 HWY, AUSTIN, TX",,W WILLIAM CANNON DR &W US 290 HWY,AUSTIN,78749.0,TRAVIS,3076074.39,10057511.22,30.23405521,-97.86483462,"(30.23405521, -97.86483462)",8.0,612T,MC19
116375,14-00068526,Coyote Complaints,Phone,Closed,04/16/2014 08:27:03 AM,04/15/2014 06:36:42 PM,04/16/2014 08:27:03 AM,04/16/2014 08:27:03 AM,"2200 PARKWAY, AUSTIN, TX",2200.0,PARKWAY,AUSTIN,78703.0,TRAVIS,3110419.45413267,10077754.8725987,30.28756046,-97.75462269,"(30.28756046, -97.75462269)",9.0,584H,MH24
116498,14-00066968,Coyote Complaints,Phone,Closed,04/15/2014 03:18:20 PM,04/14/2014 09:34:31 AM,04/15/2014 03:18:20 PM,04/15/2014 03:18:20 PM,"802 S 1ST ST, AUSTIN, TX",802.0,1ST,AUSTIN,78704.0,TRAVIS,3111442.34994446,10065913.112661,30.254944000000002,-97.75225316,"(30.254944, -97.75225316)",9.0,614H,MH21
117138,14-00062303,Coyote Complaints,Phone,Closed,04/14/2014 07:39:10 AM,04/08/2014 09:48:31 AM,04/14/2014 07:39:11 AM,04/14/2014 07:39:10 AM,"3704 RIP FORD DR, AUSTIN, TX",3704.0,RIP FORD,AUSTIN,78732.0,TRAVIS,3067846.58107389,10108924.497355198,30.37588616,-97.88730257,"(30.37588616, -97.88730257)",,491U,MB31
117183,14-00065408,Coyote Complaints,Phone,Closed,04/14/2014 07:53:42 AM,04/11/2014 07:32:10 PM,04/14/2014 07:53:43 AM,04/14/2014 07:53:42 AM,"5600 SHOAL CREEK BLVD, AUSTIN, TX",5600.0,SHOAL CREEK,AUSTIN,78756.0,TRAVIS,3112601.21377248,10093838.626841301,30.33163312,-97.7465272,"(30.33163312, -97.7465272)",7.0,555A,MJ27
